Compounds	Object ID	InChI-Key	SMILES	
N10-(bromoacetyl)-5,8-dideazafolate	CPD0-1576	InChIKey=WQQZMTLUQMKEPJ-KRWDZBQOSA-L	C(Br)C(=O)N(CC2(C=CC1(N=C(N)NC(=O)C=1C=2)))C3(C=CC(=CC=3)C(=O)NC(C(=O)[O-])CCC(=O)[O-])	
monobromobimane	CPD1G-159	InChIKey=AHEWZZJEDQVLOP-UHFFFAOYSA-N	CC1(C(N2(N(C=1C)C(=C(C2=O)C)CBr))=O)	
S-(4-bromophenyl)-L-cysteine	S-4-BROMOPHENYL-L-CYSTEINE	InChIKey=JULKRQGCYVMHSB-QMMMGPOBSA-N	C(C(C([O-])=O)[N+])SC1(C=CC(Br)=CC=1)	
S-(4-bromophenyl)-mercaptopyruvate	S-4-BROMOPHENYL-MERCAPTOPYRUVATE	InChIKey=QJDFZNIKGFGPCR-UHFFFAOYSA-M	C(C(CSC1(C=CC(=CC=1)Br))=O)([O-])=O	
uridine-5'-diphosphate bromoacetol	CPD0-1314	InChIKey=KUNNVLZBOWEQIC-QCNRFFRDSA-L	C(Br)C(=O)COP(=O)([O-])OP(=O)([O-])OCC1(OC(C(O)C(O)1)N2(C=CC(=O)NC(=O)2))	
3,5-dibromo-4-hydroxybenzonitrile	35-DIBROMO-4-HYDROXYBENZONITRILE	InChIKey=UPMXNNIRAGDFEH-UHFFFAOYSA-M	C(C1(C=C(C(=C(C=1)Br)[O-])Br))#N	
4-bromobenzoyl-CoA	CPD-11218	InChIKey=ZOGDCJZPJVBGQV-TYHXJLICSA-J	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C1(=CC=C(Br)C=C1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-]	
1,4-dichlorobenzene	14-DICHLOROBENZENE	InChIKey=OCJBOOLMMGQPQU-UHFFFAOYSA-N	C1(C=C(C=CC=1Cl)Cl)	
2,4-dichlorophenol	24-DICHLOROPHENOL	InChIKey=HFZWRUODUSTPEG-UHFFFAOYSA-N	C1(C=C(O)C(Cl)=CC=1Cl)	
2,5-dichlorophenol	25-DICHLOROPHENOL	InChIKey=RANCECPPZPIPNO-UHFFFAOYSA-M	C1(C(Cl)=CC(=C(C=1)Cl)[O-])	
4-chlorosalicylate	CPD-10576	InChIKey=LWXFCZXRFBUOOR-UHFFFAOYSA-M	C(C1(C=CC(Cl)=CC=1O))([O-])=O	
1,3-dichlorobenzene	CPD-10603	InChIKey=ZPQOPVIELGIULI-UHFFFAOYSA-N	C1(C=C(Cl)C=C(C=1)Cl)	
3,5-dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene	CPD-10604	InChIKey=BZVRFLQGRRHJBO-UHFFFAOYSA-N	C1(C(Cl)=CC(O)C(O)C=1Cl)	
3-chlorobenzene dihydrodiol	CPD-10609	InChIKey=CEKJBAXHIQWXBY-UHFFFAOYSA-N	C1(=CC(O)C(O)C(=C1)Cl)	
3-chloro-3,5-cyclohexadiene-l,2-diol-1-carboxylate	CPD-10618	InChIKey=IZIIPKDSDITVCR-CAHLUQPWSA-M	C([O-])(=O)C1(O)(C=CC=C(Cl)C(O)1)	
5-chloro-3,5-cyclohexadiene-l,2-diol-1-carboxylate	CPD-10619	InChIKey=GFNZQCPQLXPSEU-CAHLUQPWSA-M	C([O-])(=O)C1(O)(C=C(Cl)C=CC(O)1)	
1,2,4,5-tetrachlorobenzene	CPD-10620	InChIKey=JHBKHLUZVFWLAG-UHFFFAOYSA-N	C1(=C(Cl)C(Cl)=CC(Cl)=C(Cl)1)	
1,2-dichlorobenzene dihydrodiol	CPD-10624	InChIKey=SVBQAFNYQNHBOH-OLQVQODUSA-N	C1(=C(C(Cl)=CC(O)C(O)1)Cl)	
3-chlorotoluene	CPD-10654	InChIKey=OSOUNOBYRMOXQQ-UHFFFAOYSA-N	CC1(C=CC=C(Cl)C=1)	
3-chlorobenzyl alcohol	CPD-10659	InChIKey=ZSRDNPVYGSFUMD-UHFFFAOYSA-N	C(O)C1(C=CC=C(Cl)C=1)	
3-chlorobenzaldehyde	CPD-10660	InChIKey=SRWILAKSARHZPR-UHFFFAOYSA-N	C(=O)C1(C=CC=C(Cl)C=1)	
5-chlorosalicylate	CPD-10663	InChIKey=NKBASRXWGAGQDP-UHFFFAOYSA-M	C(C1(C=C(Cl)C=CC=1O))([O-])=O	
2,4-dichlorotoluene	CPD-10836	InChIKey=FUNUTBJJKQIVSY-UHFFFAOYSA-N	CC1(C=CC(Cl)=CC(Cl)=1)	
2,5-dichlorotoluene	CPD-10837	InChIKey=KFAKZJUYBOYVKA-UHFFFAOYSA-N	CC1(C=C(Cl)C=CC(Cl)=1)	
3,4-dichlorotoluene	CPD-10838	InChIKey=WYUIWKFIFOJVKW-UHFFFAOYSA-N	CC1(C=CC(Cl)=C(Cl)C=1)	
3,4-dichlorotoluene dihydrodiol	CPD-10839	InChIKey=HAEZWMIMFXBBFL-RQJHMYQMSA-N	CC1(C(O)C(O)C(Cl)=C(Cl)C=1)	
4,6-dichloro-3-methyl-<i>cis</i>-1,2-dihydro-1,2-dihydroxycyclohexa-3,5-diene	CPD-10856	InChIKey=VDFGOHREQMFVSY-NKWVEPMBSA-N	CC1(C(O)C(O)C(Cl)=CC(Cl)=1)	
3,6-dichloro-4-methyl-<i>cis</i>-1,2-dihydro-1,2-dihydroxycyclohexa-3,5-diene	CPD-10857	InChIKey=GZBQSTOJPZXQTH-RQJHMYQMSA-N	CC1(C=C(Cl)C(O)C(O)C(Cl)=1)	
2,5-dichloro-benzyl alcohol	CPD-10858	InChIKey=LCEIGNVIDJNUGF-UHFFFAOYSA-N	C(O)C1(C=C(Cl)C=CC(Cl)=1)	
2,5-dichloro-benzaldehyde	CPD-10859	InChIKey=BUXHYMZMVMNDMG-UHFFFAOYSA-N	C(=O)C1(C=C(Cl)C=CC(Cl)=1)	
3-chloro-4-hydroxyphenylacetate	CPD-10862	InChIKey=IYTUKSIOQKTZEG-UHFFFAOYSA-M	C([O-])(=O)CC1(C=CC(=C(C=1)Cl)O)	
2,3-dichlorophenol	CPD-10864	InChIKey=UMPSXRYVXUPCOS-UHFFFAOYSA-N	C1(=CC(Cl)=C(Cl)C(=C1)O)	
2,6-dichlorophenol	CPD-10865	InChIKey=HOLHYSJJBXSLMV-UHFFFAOYSA-M	C1(C=C(Cl)C(=C(Cl)C=1)[O-])	
2-chlorophenol	CPD-10866	InChIKey=ISPYQTSUDJAMAB-UHFFFAOYSA-N	C1(C=C(Cl)C(=CC=1)O)	
3-chlorophenol	CPD-10868	InChIKey=HORNXRXVQWOLPJ-UHFFFAOYSA-N	C1(=CC(Cl)=CC(=C1)O)	
4-chlorophenol	CPD-10870	InChIKey=WXNZTHHGJRFXKQ-UHFFFAOYSA-N	C1(=C(Cl)C=CC(=C1)O)	
2,4,5-trichlorophenol	CPD-10895	InChIKey=LHJGJYXLEPZJPM-UHFFFAOYSA-M	C1(=C(Cl)C(Cl)=CC([O-])=C(Cl)1)	
2,4,5-trichloro-phenoxyacetate	CPD-10896	InChIKey=SMYMJHWAQXWPDB-UHFFFAOYSA-M	C(=O)([O-])COC1(C=C(Cl)C(Cl)=CC(Cl)=1)	
5-chlorobenzoate-<i>cis</i>-3,4-diol	CPD-11220	InChIKey=GNYUNLRRAAQENB-NTSWFWBYSA-M	C(=O)([O-])C1(C=C(Cl)C(O)C(O)C=1)	
3,4-dichlorobenzoate-<i>cis</i>-4,5-diol	CPD-11225	InChIKey=PJTLPFXCDNXXNB-CAHLUQPWSA-M	C([O-])(=O)C1(=C[CH](O)C(O)(Cl)C(Cl)=C1)	
3,6-dichloro-2-methoxybenzoate	CPD-11248	InChIKey=IWEDIXLBFLAXBO-UHFFFAOYSA-M	COC1(=C(C(Cl)=CC=C(Cl)1)C([O-])=O)	
7-chloro-L-tryptophan	CPD-11751	InChIKey=DMQFGLHRDFQKNR-VIFPVBQESA-N	C2(NC1(C(Cl)=CC=CC=1C(CC([N+])C(=O)[O-])=2))	
2-imino-3-(7-chloro-indol-3-yl)propanoate	CPD-11753	InChIKey=RZLZHCIMBPNTHP-UHFFFAOYSA-M	C2(NC1(C(Cl)=CC=CC=1C(CC(=N)C(=O)[O-])=2))	
dichlorochromopyrrolate	CPD-11754	InChIKey=OAMCCJASDLMTOO-UHFFFAOYSA-L	C2(NC1(C(Cl)=CC=CC=1C=2C3(C(=C(C([O-])=O)NC(C([O-])=O)=3)C4(=CNC5(=C4C=CC=C(Cl)5)))))	
dichloro-arcyriaflavin A	CPD-11755	InChIKey=ZGCSNRKSJLVANE-UHFFFAOYSA-N	C6(=CC5(C4(=C(C2(NC1(C(Cl)=CC=CC=1C=2C3(=C(C(=O)NC(=O)3)4))))NC=5C(Cl)=C6)))	
chromopyrrolate	CPD-11786	InChIKey=FZDVNXHYGMEEDT-UHFFFAOYSA-L	C2(NC1(C=CC=CC=1C=2C3(C(=C(C([O-])=O)NC(C([O-])=O)=3)C4(=CNC5(=C4C=CC=C5)))))	
arcyriaflavin A	CPD-11787	InChIKey=KAJXOWFGKYKMMZ-UHFFFAOYSA-N	C6(=CC5(C4(=C(C2(NC1(C=CC=CC=1C=2C3(=C(C(=O)NC(=O)3)4))))NC=5C=C6)))	
7-hydroxy-K252c	CPD-11788	InChIKey=PLHXPQPLYRWYLK-UHFFFAOYSA-N	C1(=CC4(=C(C=C1)NC3(C5(=C(C2(C(=O)NC(O)C=2C=34))C6(=C(N5)C=CC=C6)))))	
7-carboxy-K252c	CPD-11790	InChIKey=LYSTWLDKIFYXOG-UHFFFAOYSA-M	C([O-])(=O)C1(NC(=O)C2(=C1C6(=C(C3(=C2C4(=C(N3)C=CC=C4)))NC5(C=CC=CC=56))))	
J-104303	CPD-11791	InChIKey=NZAKWUYBDNVGLZ-UHFFFAOYSA-N	C1(CC4(=C(C=C(O)1)NC3(=C5(C(=C2(C=NC(=O)C2=C34))C6(C(=N5)C(=O)CC(=O)C=6)))))	
J-109384	CPD-11792	InChIKey=STGDXKGYPCZCLF-FKKAOLSPSA-N	C(O)C1(C(O)C(O)C(O)C(O1)C2(CC5(=C(C=C(O)2)NC4(=C6(C(=C3(C=NC(=O)C3=C45))C7(C(=N6)C(=O)CC(=O)C=7))))))	
arcyriaflavin C	CPD-11793	InChIKey=GNCMMKJNEMBGHM-UHFFFAOYSA-N	C1(=CC4(=C(C=C1)NC3(C5(=C(C2(C(=O)NC(=O)C=2C=34))C6(=C(N5)C=C(O)C=C6)))))	
6-<i>N</i>-methyl-arcyriaflavin C	CPD-11794	InChIKey=WFTOTSXOKZMMDY-UHFFFAOYSA-N	CN1(C(=O)C4(=C(C(=O)1)C5(=C(C3(NC2(C=CC=CC=2C=34)))NC6(=C5C=CC(O)=C6))))	
K252a	CPD-11887	InChIKey=KOZFSFOOLUUIGY-TZFXDJNOSA-N	CC45(N8(C1(C=CC=CC=1C3(=C(C6(=C(C2(C(=O)NCC=23))C7(=C(N(C(O4)CC(O)(C(OC)=O)5)6)C=CC=C7)))8))))	
2-imino-3-(indol-3-yl)propanoate	CPD-11890	InChIKey=LKYWXXAVLLVJAS-UHFFFAOYSA-M	C2(NC1(C=CC=CC=1C(CC(=N)C(=O)[O-])=2))	
2-deoxy-5-keto-dihydrostreptosyl-K252c	CPD-11894	InChIKey=QWJLBEPYDDXTGB-JXNZKRHSSA-N	CC1(C(O)(C(O)=O)CC(O1)N6(C5(C3(NC2(C=CC=CC=2C=3C4(=C(C(=O)NC4)C=5C7(=C6C=CC=C7)))))))	
5-chloro-L-tryptophan	CPD-12078	InChIKey=TUKKZLIDCNWKIN-VIFPVBQESA-N	C1(NC2(=C(C(CC(C([O-])=O)[N+])=1)C=C(Cl)C=C2))	
aminopyrrolnitrin	CPD-12775	InChIKey=RWAXAHFFXZKMPA-UHFFFAOYSA-N	C1(NC=C(Cl)C=1C2(C(N)=C(Cl)C=CC=2))	
(<i>R</i>)-mecoprop	CPD-15723	InChIKey=WNTGYJSOUMFZEP-SSDOTTSWSA-M	CC1(=CC(Cl)=CC=C(OC(C(=O)[O-])C)1)	
(<i>S</i>)-mecoprop	CPD-15724	InChIKey=WNTGYJSOUMFZEP-ZETCQYMHSA-M	CC1(=CC(Cl)=CC=C(OC(C(=O)[O-])C)1)	
(<i>S</i>)-dichlorprop	CPD-15726	InChIKey=MZHCENGPTKEIGP-YFKPBYRVSA-M	CC(C(=O)[O-])OC1(=CC=C(Cl)C=C(Cl)1)	
(<i>R</i>)-dichlorprop	CPD-15728	InChIKey=MZHCENGPTKEIGP-RXMQYKEDSA-M	CC(C(=O)[O-])OC1(=CC=C(Cl)C=C(Cl)1)	
linuron	CPD-16760	InChIKey=XKJMBINCVNINCA-UHFFFAOYSA-N	CN(OC)C(=O)NC1(C=CC(Cl)=C(C=1)Cl)	
diuron	CPD-16775	InChIKey=XMTQQYYKAHVGBJ-UHFFFAOYSA-N	CN(C)C(=O)NC1(=CC(Cl)=C(Cl)C=C1)	
3,5,6-trichloro-2-pyridinol	CPD-16801	InChIKey=WCYYAQFQZQEUEN-UHFFFAOYSA-N	C1(Cl)(=NC(O)=C(Cl)C=C(Cl)1)	
3,5,6-trichloro-2-pyridone	CPD-16802	InChIKey=WCYYAQFQZQEUEN-UHFFFAOYSA-N	C1(Cl)(NC(=O)C(Cl)=CC(Cl)=1)	
3-chlorobenzoate	CPD-3486	InChIKey=LULAYUGMBFYYEX-UHFFFAOYSA-M	C1(C=C(Cl)C=C(C=1)C(=O)[O-])	
1,2-dichlorobenzene	O-DICHLOROBENZENE	InChIKey=RFFLAFLAYFXFSW-UHFFFAOYSA-N	C1(C=CC(=C(Cl)C=1)Cl)	
pentachlorophenol	PENTACHLOROPHENOL	InChIKey=IZUPBVBPLAPZRR-UHFFFAOYSA-M	C1(C(=C(C([O-])=C(Cl)C(Cl)=1)Cl)Cl)Cl	
2,4,6-trichlorophenol	TRICHLOROPHENOL	InChIKey=LINPIYWFGCPVIE-UHFFFAOYSA-M	C1(C(Cl)=CC(Cl)=C([O-])C(Cl)=1)	
pyrrolnitrin	CPD-12776	InChIKey=QJBZDBLBQWFTPZ-UHFFFAOYSA-N	C1(NC=C(Cl)C=1C2(C([N+](=O)[O-])=C(Cl)C=CC=2))	
<i>N</i>-[2-chloro-6-(4-chloro-1<i>H</i>-pyrrol-3-yl)phenyl]hydroxylamine	CPD-15917	InChIKey=LWROVQUNUGNVMU-UHFFFAOYSA-N	C1(NC=C(Cl)C=1C2(C(NO)=C(Cl)C=CC=2))	
3-chloro-4-(3-chloro-2-nitrosophenyl)-1H-pyrrole	CPD-15918	InChIKey=XMUOLAWSPQAZQI-UHFFFAOYSA-N	C1(NC=C(Cl)C=1C2(C(N=O)=C(Cl)C=CC=2))	
2,5-dichlorobenzoate	CPD-10860	InChIKey=QVTQYSFCFOGITD-UHFFFAOYSA-M	C1(=CC(Cl)=C(C=C(Cl)1)C(=O)[O-])	
3,4-dichlorobenzoate	CPD-11224	InChIKey=VPHHJAOJUJHJKD-UHFFFAOYSA-M	C([O-])(=O)C1(=CC=C(Cl)C(Cl)=C1)	
5-fluoroanthranilate	CPD0-1487	InChIKey=FPQMGQZTBWIHDN-UHFFFAOYSA-M	C(=O)([O-])C1(=CC(F)=CC=C(N)1)	
3-<i>O</i>-methyldopa	CPD-11496	InChIKey=PFDUUKDQEHURQC-ZETCQYMHSA-N	COC1(=C(O)C=CC(CC([N+])C(=O)[O-])=C1)	
3-methoxy-4-hydroxyphenylglycol	CPD-11497	InChIKey=FBWPWWWZWKPJFL-QMMMGPOBSA-N	COC1(=C(O)C=CC(C(O)CO)=C1)	
normetanephrine	CPD-11875	InChIKey=YNYAYWLBAHXHLL-QMMMGPOBSA-O	COC1(=C(O)C=CC(C(O)C[N+])=C1)	
metanephrine	CPD-11877	InChIKey=JWJCTZKFYGDABJ-VIFPVBQESA-O	C[N+]CC(O)C1(C=CC(O)=C(OC)C=1)	
guaiacol	CPD-400	InChIKey=LHGVFZTZFXWLCP-UHFFFAOYSA-N	COC1(C=CC=CC=1O)	
3-methoxytyramine	CPD-7650	InChIKey=DIVQKHQLANKJQO-UHFFFAOYSA-O	COC1(C=C(C=CC=1O)CC[N+])	
homovanillate	CPD-7651	InChIKey=QRMZSPFSDQBLIX-UHFFFAOYSA-M	COC1(=C(C=CC(=C1)CC([O-])=O)O)	
vanillyl mandelate	VANILLYL_MANDELATE	InChIKey=CGQCWMIAEPEHNQ-MRVPVSSYSA-M	C(=O)([O-])C(C1(=CC=C(O)C(OC)=C1))O	
(-)-(&alpha;<i>S</i>,&beta;<i>R</i>)-guaiacylglycerol-&beta;-guaiacyl ether	CPD-11867	InChIKey=PPZSOILKWHVNNS-SJORKVTESA-N	COC1(=CC=CC=C1OC(CO)C(O)C2(C=C(OC)C(O)=CC=2))	
(+)-(&alpha;<i>R</i>,&beta;<i>S</i>)-guaiacylglycerol-&beta;-guaiacyl ether	CPD-11868	InChIKey=PPZSOILKWHVNNS-DLBZAZTESA-N	COC1(=CC=CC=C1OC(CO)C(O)C2(C=C(OC)C(O)=CC=2))	
(-)-(&alpha;<i>R</i>,&beta;<i>R</i>)-guaiacylglycerol-&beta;-guaiacyl ether	CPD-11869	InChIKey=PPZSOILKWHVNNS-IAGOWNOFSA-N	COC1(=CC=CC=C1OC(CO)C(O)C2(C=C(OC)C(O)=CC=2))	
(+)-(&alpha;<i>S</i>,&beta;<i>S</i>)-guaiacylglycerol-&beta;-guaiacyl ether	CPD-11870	InChIKey=PPZSOILKWHVNNS-IRXDYDNUSA-N	COC1(=CC=CC=C1OC(CO)C(O)C2(C=C(OC)C(O)=CC=2))	
<i>cis</i>-indole-2,3-dihydrodiol	CPD-10523	InChIKey=MLCFNGQWWKZFBD-HTQZYQBOSA-N	C2(C=CC1(NC(O)C(O)C=1C=2))	
indigo	CPD-10525	InChIKey=COHYTHOBJLSHDF-BUHFOSPRSA-N	C4(C=CC3(=C(C(=O)C(=C1(C(=O)C2(=C(N1)C=CC=C2)))N3)C=4))	
indoxyl sulfate	CPD-16817	InChIKey=BXFFHSIDQOFMLE-UHFFFAOYSA-M	C2(C=CC1(=C(C(OS([O-])(=O)=O)=CN1)C=2))	
3-carboxy-4-methyl-5-propyl-2-furanpropanoate	CPD-16818	InChIKey=WMCQWXZMVIETAO-UHFFFAOYSA-L	CCCC1(=C(C)C(C(=O)[O-])=C(CCC(=O)[O-])O1)	
indole	INDOLE	InChIKey=SIKJAQJRHWYJAI-UHFFFAOYSA-N	C2(C=CC1(=C(C=CN1)C=2))	
indole-3-propanoate	INDOLE-PROPIONATE	InChIKey=GOLXRNDWAUTYKT-UHFFFAOYSA-M	C1(C=CC2(=C(C=1)C(=CN2)CCC(=O)[O-]))	
indole acetaldehyde	INDOLE_ACETALDEHYDE	InChIKey=WHOOUMGHGSPMGR-UHFFFAOYSA-N	C(CC1(C2(=C(NC=1)C=CC=C2)))=O	
(1<i>S</i>,2<i>R</i>)-1-C-(indol-3-yl)glycerol 3-phosphate	INDOLE-3-GLYCEROL-P	InChIKey=NQEQTYPJSIEPHW-MNOVXSKESA-L	C2(=C(C1(C=CC=CC=1N2))C(C(COP([O-])(=O)[O-])O)O)	
fumiquinazoline F	CPD-16968	InChIKey=SUVZUTHVKIBYOH-KPZWWZAWSA-N	CC2(NC(=O)C(N1(C(=O)C3(C(N=C12)=CC=CC=3)))CC4(C5(C(NC=4)=CC=CC=5)))	
fumiquinazoline A	CPD-16970	InChIKey=DQQCCKFZJNINST-VCPZKGNQSA-N	CC2(NC(=O)C(N1(C(=O)C3(C(N=C12)=CC=CC=3)))CC5(O)(C6(C(N4(C(NC(C)C(=O)4)5))=CC=CC=6)))	
fumiquinazoline C	CPD-16971	InChIKey=POEYRUBMWIOMTB-LTQSKDJASA-N	CC1(C(=O)N6(C(N1)C5(OC3(NC(=O)C(N2(C(=O)C4(C(N=C23)=CC=CC=4)))C5)C)(C7(C6=CC=CC=7))))	
fumiquinazoline D	CPD-16972	InChIKey=YYLAARMDRFESOL-CVAYNVNESA-N	CC7(C(=O)N4(C6(N(C2(NC(=O)C(N1(C(=O)C3(C(N=C12)=CC=CC=3)))CC(O)(C5(C4=CC=CC=5))6)C)7)))	
ardeemin FQ	CPD-16984	InChIKey=FHOFNRAVYAGXCQ-XIKOKIGWSA-N	CC2(N1(C(=O)C5(C(N=C1C(NC(=O)2)CC3(C4(C(NC=3)=CC=CC=4)))=CC=CC=5)))	
ardeemin	CPD-16985	InChIKey=DNOJISVGBFLJOQ-KEASDZFMSA-N	C=CC(C)(C)C35(C6(C(NC(N2(C(=O)C(N1(C(=O)C4(C(N=C1C2C3)=CC=CC=4)))C))5)=CC=CC=6))	
indolin-2-one	CPD-6361	InChIKey=JYGFTBXVXVMTGB-UHFFFAOYSA-N	C1(C=CC2(=C(C=1)CC(N2)=O))	
3-hydroxyindolin-2-one	CPD-6362	InChIKey=SGZFJWQQBHYNNF-UHFFFAOYSA-N	C1(C=CC2(NC(=O)C(O)C(C=1)=2))	
HBOA	CPD-6364	InChIKey=VMQBFYRBJKDACN-UHFFFAOYSA-N	C1(C=CC2(OC(C(NC(C=1)=2)=O)O))	
DIBOA	CPD-6365	InChIKey=QUBXBHWFQCVXQY-UHFFFAOYSA-N	C1(C=CC2(OC(C(N(C(C=1)=2)[O-])=O)O))	
DIMBOA	CPD-6366	InChIKey=NVWSHDUTSCLIGK-UHFFFAOYSA-N	COC1(C=CC2(=C(C=1)OC(C(N2[O-])=O)O))	
TRIBOA	CPD-6367	InChIKey=PUCYCJWCQZYAQW-UHFFFAOYSA-N	C1(C(=CC2(OC(C(N(C(C=1)=2)[O-])=O)O))O)	
3-aminomethylindole	CPD-8913	InChIKey=JXYGLMATGAAIBU-UHFFFAOYSA-O	C1(NC2(C(C(C[N+])=1)=CC=CC=2))	
N-methyl-3-aminomethylindole	CPD-8914	InChIKey=BIFJNBXQXNWYOL-UHFFFAOYSA-O	C[N+]CC1(C2(C(NC=1)=CC=CC=2))	
3-geranylgeranylindole	CPD-16736	InChIKey=NABXYEMKOPGTET-XKFYHEJLSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC2(C1(C=CC=CC=1NC=2))	
10,11-epoxy-3-geranylgeranylindole	CPD-16737	InChIKey=QYURLADRFYOWFT-FAHBDJPOSA-N	CC(C)=CCCC1(OC1CCC(C)=CCCC(C)=CCC3(C2(C=CC=CC=2NC=3)))(C)	
emindole-SB	CPD-16738	InChIKey=XOLHQUYGSUGTQA-DFGZTGKASA-N	CC(C)=CCCC1(C)([CH](O)CCC2(C)([CH]1CC[CH]3(C(C)2C4(=C(C3)C5(=C(N4)C=CC=C5)))))	
14,15-epoxyemindole-SB	CPD-16740	InChIKey=MGMVWCQTEHKAMT-LGMOUBFGSA-N	CC1(OC1CCC2(C)([CH](O)CCC3(C)([CH]2CC[CH]4(C(C)3C5(=C(C4)C6(=C(N5)C=CC=C6))))))(C)	
paxilline	CPD-16744	InChIKey=ACNHBCIZLNNLRS-UBGQALKQSA-N	CC(O)(C)[CH]1(O[CH]2(C(=CC(=O)1)C3(O)(C(C)(CC2)C4(C)([CH](CC3)CC5(=C4NC6(=C5C=CC=C6))))))	
21,22-diprenylpaxilline	CPD-16745	InChIKey=YMPSZJNRZBHLRI-OGYDQXLWSA-N	CC(C)=CCC6(=C(CC=C(C)C)C=C5(C(C4(=C(C3(C)(C2(C)(C(O)(C1(=CC(=O)[CH](O[CH]1CC2)C(O)(C)C))CC[CH]3C4)))N5))=C6))	
paspaline	CPD-16741	InChIKey=WLAIEIMDXUAGPY-HSECPPETSA-N	CC(O)(C)[CH]1(O[CH]2(C(C)(CC1)[CH]3(C(C)(CC2)C4(C)([CH](CC3)CC5(=C4NC6(=C5C=CC=C6))))))	
&beta;-10-hydroxy-12-demethyl-11,12-dehydropaspaline	CPD-16742	InChIKey=FROHWGGMFSFTTA-PEYQONPESA-N	CC(O)(C)C1(O[CH]2(C(=CC(O)1)[CH]3(C(C)(CC2)C4(C)([CH](CC3)CC5(=C4NC6(=C5C=CC=C6))))))	
13-desoxypaxilline	CPD-16743	InChIKey=GYSZYWSJZCKCBD-LXGUAGHKSA-N	CC(O)(C)C1(O[CH]2(C(=CC(=O)1)[CH]3(C(C)(CC2)C4(C)([CH](CC3)CC5(=C4NC6(=C5C=CC=C6))))))	
&alpha;-10-hydroxy-12-demethyl-11,12-dehydropaspaline	CPD-16751	InChIKey=FROHWGGMFSFTTA-JJDIRLSQSA-N	CC(O)(C)C1(O[CH]2(C(=CC(O)1)[CH]3(C(C)(CC2)C4(C)([CH](CC3)CC5(=C4NC6(=C5C=CC=C6))))))	
&alpha;-paxitriol	CPD-16752	InChIKey=KIGDQFBCIVWTLT-GCIZOSCDSA-N	CC(O)(C)C1(O[CH]2(C(=CC(O)1)C3(O)(C(C)(CC2)C4(C)([CH](CC3)CC5(=C4NC6(=C5C=CC=C6))))))	
&beta;-paxitriol	CPD-16753	InChIKey=KIGDQFBCIVWTLT-ICMCZUSISA-N	CC(O)(C)C1(O[CH]2(C(=CC(O)1)C3(O)(C(C)(CC2)C4(C)([CH](CC3)CC5(=C4NC6(=C5C=CC=C6))))))	
terpendole E	CPD-16956	InChIKey=SVYIMXYKHRBHSG-KYYKPQATSA-N	CC(O)(C)C1(OC2(C(C)(C(O)C1)[CH]3(C(C)(CC2)C4(C)([CH](CC3)CC5(=C4NC6(=C5C=CC=C6))))))	
paspalicine	CPD-16961	InChIKey=HSFKQYJRJBEWKH-XTHGXZEWSA-N	CC1(C)(OC23(OC1C(=O)C=C2[CH]4(C(C)(CC3)C5(C)([CH](CC4)CC6(=C5NC7(=C6C=CC=C7))))))	
paspalinine	CPD-16962	InChIKey=BPTIXFRJAOKMRK-SAMRHTEJSA-N	CC1(C)(OC23(OC1C(=O)C=C2C4(O)(C(C)(CC3)C5(C)([CH](CC4)CC6(=C5NC7(=C6C=CC=C7))))))	
aflatrem	CPD-16963	InChIKey=YVDJBQQJIDPRKP-SLUQHKSNSA-N	C=CC(C)(C)C7(C6(=C(NC5(=C(C[CH]4(C(C)(C3(C)(C(O)(C2(=CC(=O)C1(OC(OC(C)(C)1)2CC3)))CC4))5))6))C=CC=7))	
&beta;-aflatrem	CPD-16966	InChIKey=ONMXSHAELZXSPO-SDPXOEJRSA-N	C=CC(C)(C)C7(C=CC6(=C(C5(=C(C4(C)(C3(C)(C(O)(C2(=CC(=O)C1(OC(OC(C)(C)1)2CC3)))CC[CH]4C5)))N6))C=7))	
terpendole F	CPD-17192	InChIKey=WJKJBBVBVFTCQK-KYYKPQATSA-N	CC(O)(C)C1(OC2(C(CO)(C(O)C1)[CH]3(C(C)(CC2)C4(C)([CH](CC3)CC5(=C4NC6(=C5C=CC=C6))))))	
terpendole G	CPD-17194	InChIKey=BKWWGNDKMSPYIS-BPZSUSCRSA-N	CC(O)(C)C1(OC2(C(C=O)(C(O)C1)[CH]3(C(C)(CC2)C4(C)([CH](CC3)CC5(=C4NC6(=C5C=CC=C6))))))	
terpendole B	CPD-17195	InChIKey=ZUYOYPXENZYYBN-DAJHMGNKSA-N	CC(O)(C)C1(OC3(C2(OC(C1)2)C4(C(C)(CC3)C5(C)([CH](CC4)CC6(=C5NC7(=C6C=CC=C7))))))	
terpendole I	CPD-17196	InChIKey=AKOANWZRKXOJTC-ZXERXDGWSA-N	CC(O)(C)C1(OC3(C2(OC(C(O)1)2)C4(O)(C(C)(CC3)C5(C)([CH](CC4)CC6(=C5NC7(=C6C=CC=C7))))))	
